2026-03-06 03:47:33,224 | Main Runner | INFO | Starting the Model training Pipeline
2026-03-07 00:20:08,727 | Testing | INFO | Tree has been plotted and saved
2026-03-07 00:20:08,727 | Pipeline Runner | INFO | Model testing has been completed
2026-03-07 00:20:08,727 | Pipeline Runner | INFO | Pipeline has ran successfully
2026-03-07 00:20:08,743 | Main Runner | INFO | Model Training Pipeline Ended

2026-03-08 04:05:13,135 | Preprocessing | INFO | Capitalizing the columns
2026-03-08 04:05:13,137 | Preprocessing | INFO | Making sure the numeric column are numers itself
2026-03-08 04:05:13,145 | Preprocessing | INFO | preprocessing completed
2026-03-08 04:07:30,788 | Preprocessing | INFO | Capitalizing the columns
2026-03-08 04:07:30,788 | Preprocessing | INFO | Making sure the numeric column are numers itself
2026-03-08 04:07:30,793 | Preprocessing | INFO | preprocessing completed
2026-03-08 04:09:55,907 | Preprocessing | INFO | Capitalizing the columns
2026-03-08 04:09:55,908 | Preprocessing | INFO | Making sure the numeric column are numers itself
2026-03-08 04:09:55,911 | Preprocessing | INFO | preprocessing completed
2026-03-08 04:41:56,132 | Preprocessing | INFO | Capitalizing the columns
2026-03-08 04:41:56,133 | Preprocessing | INFO | Making sure the numeric column are numers itself
2026-03-08 04:41:56,138 | Preprocessing | INFO | preprocessing completed
